Juhtumi nr,Toimumisaeg,Isikuid,Hukkunuid,Sõidukeid,Vigastatuid,Maakond,Omavalitsus,Asula,Liiklusõnnetuse liik,Liiklusõnnetuse liik (detailne),Joobes mootorsõidukijuhi osalusel,Kergliikurijuhi osalusel,Jalakäija osalusel,Kaassõitja osalusel,Maastikusõiduki juhi osalusel,Eaka (65+) mootorsõidukijuhi osalusel,Bussijuhi osalusel,Veoautojuhi osalusel,Ühissõidukijuhi osalusel,Sõiduautojuhi osalusel,Mootorratturi osalusel,Mopeedijuhi osalusel,Jalgratturi osalusel,Alaealise osalusel,Esmase juhiloa omaniku osalusel,Turvavarustust mitte kasutanud isiku osalusel,Mootorsõidukijuhi osalusel,X koordinaat,Y koordinaat
2602140022615,12/03/2014,1,0,1,1,Tartu maakond,Nõo vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6461329.0,649239.0
3100200513783,03/09/2020,1,0,2,1,Võru maakond,Võru linn,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6413165.6,678465.2
2440210003451,22/07/2021,1,0,1,1,Ida-Viru maakond,Alutaguse vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6556358.1,689755.7
3100200421011,24/07/2020,1,0,1,1,Võru maakond,Rõuge vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6391604.1,664986.3
3140160081589,06/12/2016,1,0,1,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6540218.5,607143.0
3120160076389,03/09/2016,1,0,1,1,Viljandi maakond,Viljandi vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6489432.8,613539.1
3100220388090,07/07/2022,1,0,1,1,Tartu maakond,Tartu vald,EI,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6498051.6,661009.7
3120150065758,15/08/2015,1,0,1,1,Võru maakond,Võru vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6418086.7,666677.0
3140130058014,12/11/2013,1,0,1,1,Rapla maakond,Kohila vald,EI,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6561390.2,540576.7
3120160057944,02/07/2016,2,0,1,1,Põlva maakond,Kanepi vald,EI,Muu liiklusõnnetus,Kokkupõrge loomaga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6425840.0,668616.3
3140130024034,23/06/2013,1,0,1,1,Lääne maakond,Haapsalu linn,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6530030.4,474691.5
3100140076240,30/08/2014,1,0,1,1,Harju maakond,Raasiku vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6580059.3,565164.6
2500170011499,12/08/2017,1,0,1,1,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6458941.9,411003.7
3100190228680,01/05/2019,1,0,1,1,Valga maakond,Otepää vald,EI,Ühesõidukiõnnetus,Kokkupõrge teel oleva takistusega,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6423679.0,636796.4
2101230099748,10/08/2023,1,0,1,1,Valga maakond,Valga vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6413140.0,641336.0
3100210306820,06/06/2021,1,0,1,1,Harju maakond,Jõelähtme vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6590263.6,567736.7
3100180561949,30/09/2018,1,0,2,1,Harju maakond,Saue vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6553077.2,519883.0
2101230105615,18/08/2023,1,0,1,1,Harju maakond,Anija vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6582593.0,586926.0
3120160034676,29/04/2016,1,0,1,1,Valga maakond,Valga vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6411486.9,629572.4
3100170084745,02/07/2017,1,0,1,1,Võru maakond,Võru vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6418611.3,661166.6
3100190413017,19/07/2019,1,0,1,1,Lääne maakond,Vormsi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6539328.5,453763.7
3100200059230,02/02/2020,1,0,1,1,Võru maakond,Võru vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6417270.2,677933.2
3120150024911,12/04/2015,1,0,1,1,Jõgeva maakond,Jõgeva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6522125.6,646931.6
3140150046364,07/08/2015,2,0,2,1,Pärnu maakond,Pärnu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6482734.4,508935.3
3100220274373,21/05/2022,2,0,3,1,Harju maakond,Anija vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6583849.5,579262.5
3100190300643,03/06/2019,2,0,2,1,Valga maakond,Otepää vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6426752.7,638340.2
2602130105797,26/09/2013,2,0,2,1,Tartu maakond,Kambja vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6464637.3,659243.1
3100170045462,14/06/2017,2,0,2,1,Saare maakond,Saaremaa vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6488011.6,424351.8
3110150107336,16/06/2015,2,0,3,1,Harju maakond,Rae vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6585855.7,552012.9
3100210313692,09/06/2021,2,0,2,1,Harju maakond,Kuusalu vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6590174.8,575548.4
3100200531591,11/09/2020,2,0,2,1,Harju maakond,Rae vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6583462.6,547310.5
2101230088960,28/07/2023,1,0,1,1,Harju maakond,Tallinn,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6590819.0,551214.0
2610230003278,14/06/2023,1,0,1,1,Võru maakond,Rõuge vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6389081.0,656031.0
3130130022419,26/08/2013,1,0,3,1,Ida-Viru maakond,Narva-Jõesuu linn,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6592761.7,730888.6
3120150064395,11/08/2015,2,0,1,1,Võru maakond,Setomaa vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6408510.1,707247.5
3130140039597,09/07/2014,1,0,1,1,Lääne-Viru maakond,Vinni vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6562462.0,647466.5
3100200463245,11/08/2020,1,1,1,0,Valga maakond,Valga vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6403905.7,631302.7
3100210539455,30/08/2021,1,0,1,1,Valga maakond,Otepää vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6424913.1,636164.7
3100210697315,09/11/2021,2,0,2,1,Rapla maakond,Kohila vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6560558.7,544696.0
2101240158253,30/08/2024,2,0,1,1,Harju maakond,Saku vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6575128.0,540571.0
2502120036757,24/05/2012,2,0,2,2,Pärnu maakond,Tori vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6478147.0,533782.0
2602120012743,08/02/2012,2,0,4,2,Viljandi maakond,Põhja-Sakala vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6487251.0,592403.0
2101240109776,25/06/2024,2,0,1,2,Võru maakond,Võru vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6420685.0,669845.0
3100220520510,29/08/2022,2,0,2,1,Tartu maakond,Luunja vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6475870.0,669035.0
2602120038680,18/04/2012,1,0,1,6,Tartu maakond,Kambja vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6461853.0,662571.0
3140130029134,11/07/2013,1,0,1,1,Järva maakond,Paide linn,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6539179.0,592410.0
3140160085901,27/12/2016,2,0,1,2,Pärnu maakond,Lääneranna vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6496219.3,497769.9
3110150067030,19/04/2015,2,0,2,1,Harju maakond,Kuusalu vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6591876.0,576441.8
3120150102562,08/12/2015,3,1,3,1,Jõgeva maakond,Põltsamaa vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6505065.3,612644.0
3130140013137,15/03/2014,1,0,1,2,Lääne-Viru maakond,Tapa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6559067.7,618377.8
3140160006553,30/01/2016,3,0,1,3,Pärnu maakond,Pärnu linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6473387.7,525442.7
3100210041196,23/01/2021,4,0,1,4,Jõgeva maakond,Põltsamaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6500632.2,604458.3
3100200103499,26/02/2020,2,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6580328.0,514591.2
2101230174124,01/12/2023,8,0,1,1,Hiiu maakond,Hiiumaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6528723.0,398400.0
2300160000075,03/01/2016,2,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6574287.4,521976.5
3140160068928,24/09/2016,3,0,2,2,Järva maakond,Türi vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6503173.3,589353.7
3100170395182,06/12/2017,5,0,2,2,Lääne-Viru maakond,Rakvere vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6581241.7,630093.6
3100220745043,27/12/2022,3,1,3,1,Lääne-Viru maakond,Viru-Nigula vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6590029.4,650963.2
3100210378313,01/07/2021,2,0,1,2,Jõgeva maakond,Mustvee vald,EI,Muu liiklusõnnetus,Kokkupõrge loomaga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6528197.7,668783.0
3100170108877,13/07/2017,2,0,1,1,Võru maakond,Antsla vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6398210.3,650183.7
3100180457083,15/08/2018,3,0,1,2,Rapla maakond,Kohila vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6560799.2,540949.4
2510160003141,02/11/2016,2,0,1,1,Järva maakond,Paide linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6545061.1,589268.0
3100220731706,19/12/2022,2,0,1,1,Võru maakond,Setomaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6413065.2,705363.0
2650150002330,05/08/2015,2,0,1,2,Põlva maakond,Kanepi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6433810.5,664997.0
3100220681713,21/11/2022,2,0,2,1,Harju maakond,Rae vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6586374.6,552136.1
3140160027987,29/04/2016,2,0,1,1,Viljandi maakond,Põhja-Sakala vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6488812.6,592497.1
2602130036639,22/04/2013,1,0,2,2,Tartu maakond,Tartu linn,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6474122.5,656514.8
3130160067314,19/09/2016,2,0,2,1,Lääne-Viru maakond,Viru-Nigula vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6588144.6,649645.1
3100210382752,03/07/2021,2,0,1,1,Tartu maakond,Tartu linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6477553.7,651583.9
3140130013259,11/05/2013,2,0,2,2,Pärnu maakond,Pärnu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6473637.1,524500.9
2101230130310,22/09/2023,4,0,2,2,Valga maakond,Tõrva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6434703.0,616397.0
3100200016519,09/01/2020,2,0,2,1,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,6457737.0,408274.5
2602120108047,01/10/2012,1,0,1,1,Valga maakond,Otepää vald,EI,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6426787.0,634394.0
3100170409330,13/12/2017,2,0,1,1,Lääne-Viru maakond,Väike-Maarja vald,EI,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6558497.0,632504.0
3140150051263,23/08/2015,2,0,1,1,Järva maakond,Paide linn,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6548388.8,596925.6
3100180388431,20/07/2018,2,0,1,1,Harju maakond,Rae vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6580418.1,550596.9
2101240083429,20/05/2024,2,0,1,1,Ida-Viru maakond,Alutaguse vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6570887.0,700130.0
3120160086383,12/10/2016,2,0,1,1,Viljandi maakond,Viljandi vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6457885.0,603692.2
3100210328944,14/06/2021,2,0,1,2,Valga maakond,Tõrva vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6427920.7,614726.3
2610230000902,19/02/2023,2,0,1,1,Valga maakond,Tõrva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6431227.0,613264.0
2502120103015,14/12/2012,2,0,1,1,Saare maakond,Saaremaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6458662.0,412063.0
3100200197653,14/04/2020,3,0,1,2,Põlva maakond,Räpina vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6427118.0,688313.0
3100190387523,08/07/2019,2,0,1,1,Ida-Viru maakond,Kohtla-Järve linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6588986.0,687090.0
3100200098453,23/02/2020,2,1,1,0,Pärnu maakond,Häädemeeste vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6461637.4,535387.3
3140140060423,05/11/2014,2,1,1,0,Järva maakond,Paide linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6530834.7,591065.0
3140150070197,18/11/2015,2,0,0,1,Põlva maakond,Põlva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6438873.8,680374.9
3110170045894,23/03/2017,2,0,2,1,Harju maakond,Harku vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6574770.7,525171.4
3100190364165,28/06/2019,2,0,2,1,Harju maakond,Maardu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6590906.1,556882.5
3100190214637,24/04/2019,2,1,2,0,Hiiu maakond,Hiiumaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6526397.6,440070.8
3100220232964,02/05/2022,3,0,2,2,Pärnu maakond,Häädemeeste vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6418972.8,524832.5
2602130013227,11/02/2013,3,0,3,2,Tartu maakond,Tartu vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6493197.4,654925.5
2101240159745,01/09/2024,2,1,1,0,Saare maakond,Muhu vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6493572.0,453385.0
3100190031372,17/01/2019,2,0,2,2,Harju maakond,Rae vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6578433.7,551303.0
3100200719151,15/12/2020,2,0,1,1,Rapla maakond,Rapla vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6541291.2,545633.9
3100220604668,09/10/2022,1,0,1,1,Lääne-Viru maakond,Tapa vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6558835.0,620228.0
3100170043995,13/06/2017,1,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6577433.0,516877.0
3110160161202,20/10/2016,1,0,3,1,Harju maakond,Tallinn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6589903.0,551713.0
2101230188918,25/12/2023,2,0,2,2,Pärnu maakond,Põhja-Pärnumaa vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6494978.0,552350.0
3100200224971,28/04/2020,2,1,3,0,Pärnu maakond,Häädemeeste vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6462521.2,535720.4
3100170033904,09/06/2017,1,0,1,1,Viljandi maakond,Mulgi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6445878.7,575046.7
3100170168593,09/08/2017,1,0,1,1,Põlva maakond,Põlva vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6444183.3,674910.5
3110130091583,22/09/2013,1,0,1,1,Harju maakond,Harku vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6589481.3,527832.7
3100180514314,08/09/2018,1,0,1,1,Pärnu maakond,Pärnu linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6476363.3,524745.5
3100170104677,11/07/2017,1,0,2,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6540799.9,618128.1
2510170002842,20/10/2017,1,0,1,1,Järva maakond,Türi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6524830.1,581077.7
3100200510653,01/09/2020,1,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6584060.5,513767.2
3100220428373,24/07/2022,1,0,1,1,Harju maakond,Raasiku vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6573279.7,567345.9
2101230042353,27/05/2023,1,0,2,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6578074.0,509098.0
3100190075860,11/02/2019,1,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6573278.0,522899.4
3100190643508,01/11/2019,1,0,2,1,Harju maakond,Rae vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6579633.7,550075.9
2101240059840,14/04/2024,1,0,1,1,Tartu maakond,Tartu vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6497179.0,658629.0
2602120040658,22/04/2012,1,0,0,1,Viljandi maakond,Põhja-Sakala vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6482362.0,589477.0
2302120272402,17/09/2012,1,0,1,1,Harju maakond,Saku vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6573525.0,534326.0
2502110024079,22/04/2011,1,0,1,1,Pärnu maakond,Saarde vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6445643.0,561184.0
2502130024707,05/07/2013,1,0,1,1,Pärnu maakond,Saarde vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6450732.0,545091.0
3100130080187,18/08/2013,1,0,1,1,Harju maakond,Kuusalu vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6592605.0,580392.0
3130160050754,12/07/2016,1,0,2,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6563961.0,606356.0
3100190515784,31/08/2019,1,0,1,1,Pärnu maakond,Saarde vald,EI,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6448119.0,554535.0
