Juhtumi nr,Toimumisaeg,Isikuid,Hukkunuid,Sõidukeid,Vigastatuid,Maakond,Omavalitsus,Asula,Liiklusõnnetuse liik,Liiklusõnnetuse liik (detailne),Joobes mootorsõidukijuhi osalusel,Kergliikurijuhi osalusel,Jalakäija osalusel,Kaassõitja osalusel,Maastikusõiduki juhi osalusel,Eaka (65+) mootorsõidukijuhi osalusel,Bussijuhi osalusel,Veoautojuhi osalusel,Ühissõidukijuhi osalusel,Sõiduautojuhi osalusel,Mootorratturi osalusel,Mopeedijuhi osalusel,Jalgratturi osalusel,Alaealise osalusel,Esmase juhiloa omaniku osalusel,Turvavarustust mitte kasutanud isiku osalusel,Mootorsõidukijuhi osalusel,X koordinaat,Y koordinaat
3100190537537,09/09/2019,2,0,2,1,Harju maakond,Jõelähtme vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6594054.0,565597.7
3120160082225,25/09/2016,2,0,2,1,Tartu maakond,Tartu vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6479645.3,662530.5
2402130040217,15/05/2013,2,0,2,1,Ida-Viru maakond,Narva linn,JAH,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,6588149.0,734366.0
3130130001587,12/06/2013,1,0,1,1,Lääne-Viru maakond,Rakvere linn,JAH,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6579170.0,634253.0
2101240100343,13/06/2024,2,1,2,0,Lääne-Viru maakond,Rakvere vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6582919.0,637334.0
3130160017090,11/03/2016,2,0,1,1,Harju maakond,Saue vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6551328.1,514467.9
3100220503923,22/08/2022,2,0,2,1,Harju maakond,Tallinn,JAH,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6589755.0,544773.0
3120160064964,25/07/2016,4,0,3,3,Tartu maakond,Tartu linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6475540.3,659622.2
3110160139525,16/09/2016,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6590190.0,550327.0
3100200359229,28/06/2020,6,0,2,4,Harju maakond,Saue vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6575014.9,531950.0
2101230085773,23/07/2023,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6585478.0,542033.0
3110150198321,05/11/2015,3,0,2,3,Harju maakond,Tallinn,JAH,Muu liiklusõnnetus,Kukkumine ühissõidukis,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6588644.0,540861.0
2840130003537,14/06/2013,1,0,1,1,Viljandi maakond,Mulgi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6441925.9,580264.6
3120160061639,13/07/2016,1,0,1,1,Valga maakond,Valga vald,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6415569.0,630276.0
2302200011552,26/07/2020,2,0,1,2,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6588989.0,535596.0
3100220353826,24/06/2022,2,0,3,1,Harju maakond,Jõelähtme vald,JAH,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6594633.0,558721.0
3140170026959,12/05/2017,1,1,0,0,Hiiu maakond,Hiiumaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6527415.8,422403.2
3100170410952,14/12/2017,2,0,2,2,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6472908.4,420978.3
3100170407400,12/12/2017,3,0,3,1,Pärnu maakond,Põhja-Pärnumaa vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,6490270.8,531046.0
3100180396943,23/07/2018,5,0,3,3,Jõgeva maakond,Põltsamaa vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6504333.6,615391.0
2101240085723,23/05/2024,1,0,2,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Kokkupõrge teel oleva takistusega,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6589231.0,547815.0
3100220483508,15/08/2022,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6593187.0,551780.0
3100180600379,18/10/2018,3,0,3,2,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,6588566.0,542201.0
2302120075598,23/03/2012,2,0,2,2,Harju maakond,Kiili vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,6574895.0,545563.0
3100200106770,28/02/2020,2,0,2,2,Lääne-Viru maakond,Kadrina vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6580306.9,618639.2
2101240087284,25/05/2024,1,0,1,1,Harju maakond,Anija vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6583854.0,579259.0
3100220202731,17/04/2022,2,0,1,2,Lääne maakond,Lääne-Nigula vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6537115.6,490421.7
2602140029667,06/06/2014,2,0,2,1,Põlva maakond,Põlva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,6434708.1,680885.4
3100130054052,27/06/2013,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6588992.0,542552.0
3100170142585,29/07/2017,1,0,1,1,Harju maakond,Saue vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6566595.7,536067.3
2840120008411,01/12/2012,2,0,2,1,Viljandi maakond,Viljandi linn,JAH,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6470488.0,595191.0
2502140015330,24/06/2014,1,0,1,1,Pärnu maakond,Pärnu linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6472073.0,529546.0
3100210486714,08/08/2021,1,0,1,1,Harju maakond,Rae vald,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6583855.2,545635.6
3130150059126,23/08/2015,2,0,2,1,Harju maakond,Kuusalu vald,JAH,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6589709.0,571799.0
2101230131609,23/09/2023,1,0,2,1,Ida-Viru maakond,Narva linn,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6589272.0,737561.0
3100180007529,05/01/2018,1,1,1,0,Tartu maakond,Elva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6452879.1,641851.3
3120140053822,27/08/2014,2,0,2,1,Võru maakond,Võru linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6415655.0,678106.0
3100170044080,13/06/2017,2,0,2,1,Pärnu maakond,Pärnu linn,JAH,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6471134.7,532520.5
3100220688966,26/11/2022,3,0,2,2,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6588000.0,541069.0
2602120004082,11/01/2012,3,0,1,1,Viljandi maakond,Viljandi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6458113.0,601999.0
3110140157060,01/11/2014,2,0,2,1,Harju maakond,Maardu linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6592000.0,556934.0
3100170176496,12/08/2017,1,0,1,1,Pärnu maakond,Põhja-Pärnumaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6498051.7,525624.3
3130150064451,12/09/2015,2,0,2,1,Ida-Viru maakond,Narva-Jõesuu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6595148.6,733986.1
2402110104784,16/10/2011,2,0,1,1,Ida-Viru maakond,Narva linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6589614.0,738194.0
2101230075214,09/07/2023,3,0,1,1,Harju maakond,Harku vald,JAH,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6586942.0,522312.0
3100210244038,10/05/2021,2,0,2,1,Võru maakond,Võru linn,JAH,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6413617.2,678861.1
3100200041304,23/01/2020,1,0,1,1,Pärnu maakond,Pärnu linn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6470677.0,530424.0
3100180280636,04/06/2018,2,0,1,2,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6465193.5,386349.1
2101240187504,13/10/2024,3,0,4,1,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6585878.0,539144.0
3110140074337,04/06/2014,2,0,2,1,Harju maakond,Rae vald,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6580113.0,551636.0
3110140009013,27/01/2014,3,0,3,1,Harju maakond,Tallinn,JAH,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6588555.0,543342.0
3100220494754,19/08/2022,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589720.0,543260.0
2780150007327,24/08/2015,1,0,1,1,Tartu maakond,Tartu linn,JAH,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6471612.9,656970.0
3100210613348,02/10/2021,2,0,1,1,Viljandi maakond,Viljandi vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6461063.6,593447.6
3100190592597,07/10/2019,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6588579.0,542538.0
3100140075245,26/08/2014,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6587519.0,545127.0
3100190574312,28/09/2019,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6589789.0,532847.0
3100210507203,16/08/2021,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,6586097.0,539054.0
3110170077382,19/05/2017,3,0,2,2,Harju maakond,Rae vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6582729.4,550426.3
3110150032127,22/02/2015,2,0,1,1,Harju maakond,Tallinn,JAH,Muu liiklusõnnetus,Kukkumine ühissõidukis,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,6589588.0,539996.0
3130150048963,20/07/2015,2,0,1,1,Ida-Viru maakond,Kohtla-Järve linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,6581678.8,694388.3
3100220523653,31/08/2022,3,0,1,1,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6456972.1,412180.4
2602130090826,21/08/2013,2,0,2,1,Tartu maakond,Tartu linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6474763.2,659250.7
3140150003704,23/01/2015,3,0,2,3,Pärnu maakond,Lääneranna vald,JAH,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6495481.0,495736.0
3100180600285,18/10/2018,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6587931.0,540891.0
3110160051858,03/05/2016,1,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6588541.0,546801.0
2300220008025,10/08/2022,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589214.0,543656.0
3110150018618,31/01/2015,1,0,1,1,Harju maakond,Viimsi vald,JAH,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6600867.7,545054.8
3100210215214,26/04/2021,2,0,1,1,Jõgeva maakond,Jõgeva vald,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6513938.0,637491.0
3110150127086,14/07/2015,1,0,1,1,Harju maakond,Saue vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6565540.0,529680.6
2502110093915,07/12/2011,1,0,1,1,Pärnu maakond,Saarde vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6456804.0,567642.0
2101230018251,22/04/2023,2,0,5,1,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6585796.0,538896.0
3100230022508,13/01/2023,3,0,2,2,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6587694.0,542164.0
3120140043516,26/07/2014,2,0,1,1,Võru maakond,Võru linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6415156.0,678239.0
2101230125787,15/09/2023,2,0,2,2,Viljandi maakond,Viljandi vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6488035.0,616173.0
3110150159311,31/08/2015,2,0,2,1,Harju maakond,Tallinn,JAH,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6589432.0,541801.0
3140170005591,04/02/2017,3,0,1,2,Pärnu maakond,Häädemeeste vald,JAH,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6463706.0,534970.0
2502130007034,03/02/2013,2,0,1,1,Rapla maakond,Rapla vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6545283.4,549523.5
2101230010867,11/04/2023,0,0,2,1,Viljandi maakond,Viljandi linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6469375.0,592322.0
3110160202157,27/12/2016,2,0,3,1,Harju maakond,Saue vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6565013.1,528227.4
3120140059502,14/09/2014,2,0,2,1,Tartu maakond,Tartu linn,JAH,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6473808.2,659394.8
3100200277428,24/05/2020,1,0,1,1,Pärnu maakond,Pärnu linn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6472347.0,529140.0
3100210572480,13/09/2021,4,0,5,3,Harju maakond,Tallinn,JAH,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6586087.0,537717.0
3140150034989,24/06/2015,1,0,1,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6536373.2,604470.7
3110170022549,09/02/2017,3,0,2,3,Harju maakond,Jõelähtme vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,6590101.7,552205.8
3100170198722,22/08/2017,1,0,1,1,Harju maakond,Keila linn,JAH,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6574449.7,523206.9
3100190732932,18/12/2019,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6584548.0,538184.0
2602130024903,18/03/2013,2,0,2,1,Tartu maakond,Tartu linn,JAH,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6475174.1,659466.7
2302120241651,20/08/2012,1,1,1,0,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589400.0,547189.0
3100210804131,29/12/2021,2,1,2,1,Järva maakond,Paide linn,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6538189.5,592129.6
3100210518061,21/08/2021,1,0,1,1,Harju maakond,Harku vald,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6590986.3,524018.3
2302120158186,07/06/2012,2,0,2,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6588172.0,545694.0
2302120116814,01/05/2012,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6589756.0,542516.0
3120160069920,11/08/2016,2,0,2,1,Jõgeva maakond,Mustvee vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6526889.4,669743.9
2101230132649,25/09/2023,2,0,1,1,Tartu maakond,Tartu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6472579.0,662137.0
2101230125675,15/09/2023,2,0,1,1,Tartu maakond,Tartu linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6475628.0,659092.0
3100200230066,01/05/2020,1,0,1,1,Harju maakond,Kuusalu vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6607580.7,588987.1
2101240147043,15/08/2024,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6591069.0,538556.0
3140140032904,05/07/2014,2,0,2,1,Pärnu maakond,Pärnu linn,JAH,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6470085.0,531520.0
3100210474111,04/08/2021,2,2,2,0,Valga maakond,Otepää vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,6423547.9,639087.1
3110160096168,19/07/2016,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6588929.0,542660.0
3110150030248,19/02/2015,2,0,2,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6587127.0,544970.0
2510150001356,13/06/2015,1,0,1,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6546076.6,612608.5
3110150073913,30/04/2015,1,0,0,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6588763.0,543619.0
3120140022362,20/05/2014,1,0,1,1,Jõgeva maakond,Põltsamaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6498177.5,612408.0
3110140023903,07/03/2014,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6590035.0,539770.0
2502140019122,27/07/2014,2,0,1,1,Pärnu maakond,Pärnu linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6471082.0,530201.0
2101240035532,06/03/2024,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,6588054.0,544968.0
3100200363473,30/06/2020,2,0,1,1,Tartu maakond,Tartu linn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6474041.0,656636.0
3140160022904,09/04/2016,2,0,1,2,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6475849.1,431795.7
3100220232808,02/05/2022,1,0,1,1,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587041.0,543601.0
3100210516307,20/08/2021,5,0,2,2,Lääne-Viru maakond,Haljala vald,JAH,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6605442.6,630019.7
2302190017036,18/10/2019,2,0,1,1,Harju maakond,Tallinn,JAH,Muu liiklusõnnetus,Kukkumine ühissõidukis,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,6587410.0,544765.0
3100210446759,24/07/2021,2,0,1,2,Harju maakond,Tallinn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6590812.0,547268.0
3100200682076,25/11/2020,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6587441.0,540631.0
2630220000528,03/03/2022,1,0,1,1,Järva maakond,Paide linn,JAH,Ühesõidukiõnnetus,Sõiduki ümberpaiskumine teel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6535619.5,595944.9
2820150001913,12/06/2015,2,0,1,1,Valga maakond,Tõrva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6431295.3,612479.4
3100220013351,07/01/2022,2,0,1,1,Harju maakond,Tallinn,JAH,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6588089.0,543568.0
3100220039521,21/01/2022,2,0,1,2,Pärnu maakond,Saarde vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6446639.5,556421.8
